gufi,timestamp,airport,minutes_until_pushback,round_dep_stand_est,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip,aircraft_engine_class,aircraft_type,major_carrier,flight_type,est_push_min,difference
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 21:30,KDEN,96,10/18/2021 23:01,74,14,11,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,92,-4
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 21:45,KDEN,81,10/18/2021 23:01,74,14,11,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,77,-4
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 22:00,KDEN,66,10/18/2021 23:01,74,14,11,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,62,-4
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 22:15,KDEN,51,10/18/2021 22:53,74,14,11,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,39,-12
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 22:15,KDEN,51,10/18/2021 22:55,74,14,11,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,40,-11
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 22:15,KDEN,51,10/18/2021 23:23,74,14,11,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,68,17
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 22:30,KDEN,36,10/18/2021 23:23,73,10,15,21,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,53,17
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 22:45,KDEN,21,10/18/2021 23:23,73,10,15,21,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,38,17
AAL1094.DEN.DFW.211017.2240.0140.TFM,10/18/2021 23:00,KDEN,6,10/18/2021 23:16,73,10,15,21,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,17,11
AAL1094.DEN.DFW.211021.1645.0044.TFM_TFDM,10/21/2021 21:30,KDEN,66,10/21/2021 22:46,62,21,5,0,8,7,BK,N,FALSE,JET,A321,AAL,NA,77,11
AAL1094.DEN.DFW.211021.1645.0044.TFM_TFDM,10/21/2021 21:30,KDEN,66,10/21/2021 22:48,62,21,5,0,8,7,BK,N,FALSE,JET,A321,AAL,NA,78,12
AAL1094.DEN.DFW.211021.1645.0044.TFM_TFDM,10/21/2021 21:45,KDEN,51,10/21/2021 22:48,62,21,5,0,8,7,BK,N,FALSE,JET,A321,AAL,NA,63,12
AAL1094.DEN.DFW.211021.1645.0044.TFM_TFDM,10/21/2021 22:00,KDEN,36,10/21/2021 22:55,62,21,5,0,8,7,BK,N,FALSE,JET,A321,AAL,NA,56,20
AAL1094.DEN.DFW.211021.1645.0044.TFM_TFDM,10/21/2021 22:15,KDEN,21,10/21/2021 22:55,62,21,5,0,8,7,BK,N,FALSE,JET,A321,AAL,NA,41,20
AAL1094.DEN.DFW.211021.1645.0044.TFM_TFDM,10/21/2021 22:30,KDEN,6,10/21/2021 22:55,64,25,5,0,8,7,SC,N,FALSE,JET,A321,AAL,NA,26,20
AAL1094.DEN.DFW.211021.2245.0142.TFM,10/22/2021 21:15,KDEN,90,10/22/2021 22:47,72,13,8,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,93,3
AAL1094.DEN.DFW.211021.2245.0142.TFM,10/22/2021 21:30,KDEN,75,10/22/2021 22:47,71,11,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,78,3
AAL1094.DEN.DFW.211021.2245.0142.TFM,10/22/2021 21:30,KDEN,75,10/22/2021 22:48,71,11,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,79,4
AAL1094.DEN.DFW.211021.2245.0142.TFM,10/22/2021 21:45,KDEN,60,10/22/2021 22:48,71,11,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,64,4
AAL1094.DEN.DFW.211021.2245.0142.TFM,10/22/2021 22:00,KDEN,45,10/22/2021 22:48,71,11,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,49,4
AAL1094.DEN.DFW.211021.2245.0142.TFM,10/22/2021 22:15,KDEN,30,10/22/2021 22:45,71,11,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,31,1
AAL1094.DEN.DFW.211021.2245.0142.TFM,10/22/2021 22:30,KDEN,15,10/22/2021 22:45,70,10,10,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,16,1
AAL1094.DEN.DFW.211022.2245.0116.TFM,10/23/2021 21:15,KDEN,84,10/23/2021 22:44,64,8,8,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,90,6
AAL1094.DEN.DFW.211022.2245.0116.TFM,10/23/2021 21:30,KDEN,69,10/23/2021 22:44,64,9,12,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,75,6
AAL1094.DEN.DFW.211022.2245.0116.TFM,10/23/2021 21:30,KDEN,69,10/23/2021 22:45,64,9,12,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,75,6
AAL1094.DEN.DFW.211022.2245.0116.TFM,10/23/2021 21:45,KDEN,54,10/23/2021 22:45,64,9,12,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,60,6
AAL1094.DEN.DFW.211022.2245.0116.TFM,10/23/2021 22:00,KDEN,39,10/23/2021 22:55,64,9,12,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,55,16
AAL1094.DEN.DFW.211022.2245.0116.TFM,10/23/2021 22:15,KDEN,24,10/23/2021 22:55,64,9,12,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,40,16
AAL1094.DEN.DFW.211022.2245.0116.TFM,10/23/2021 22:30,KDEN,9,10/23/2021 22:55,66,7,14,20,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,25,16
AAL1094.DEN.DFW.211023.2245.0111.TFM,10/24/2021 21:30,KDEN,67,10/24/2021 22:46,63,3,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,9
AAL1094.DEN.DFW.211023.2245.0111.TFM,10/24/2021 21:30,KDEN,67,10/24/2021 22:50,63,3,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,80,13
AAL1094.DEN.DFW.211023.2245.0111.TFM,10/24/2021 21:45,KDEN,52,10/24/2021 22:50,63,3,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,65,13
AAL1094.DEN.DFW.211023.2245.0111.TFM,10/24/2021 22:00,KDEN,37,10/24/2021 22:50,63,3,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,50,13
AAL1094.DEN.DFW.211023.2245.0111.TFM,10/24/2021 22:15,KDEN,22,10/24/2021 22:43,63,3,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,29,7
AAL1094.DEN.DFW.211023.2245.0111.TFM,10/24/2021 22:30,KDEN,7,10/24/2021 22:43,62,8,8,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,14,7
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 21:30,KDEN,149,10/25/2021 23:35,67,12,17,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,126,-23
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 21:45,KDEN,134,10/25/2021 23:35,67,12,17,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,111,-23
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 22:00,KDEN,119,10/25/2021 23:35,67,12,17,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,96,-23
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 22:15,KDEN,104,10/25/2021 23:35,67,12,17,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,81,-23
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 22:30,KDEN,89,10/25/2021 23:23,75,9,18,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,54,-35
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 22:45,KDEN,74,10/25/2021 23:31,67,11,17,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,47,-27
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 23:00,KDEN,59,10/25/2021 23:31,67,11,17,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,32,-27
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 23:15,KDEN,44,10/26/2021 0:04,67,11,17,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,50,6
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 23:15,KDEN,44,10/25/2021 23:32,67,11,17,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,18,-26
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 23:15,KDEN,44,10/26/2021 0:10,67,11,17,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,55,11
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 23:30,KDEN,29,10/25/2021 23:59,72,18,17,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,29,0
AAL1094.DEN.DFW.211024.2245.0063.TFM,10/25/2021 23:45,KDEN,14,10/25/2021 23:59,72,18,17,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,14,0
AAL1094.DEN.DFW.211025.2245.0079.TFM,10/26/2021 21:30,KDEN,68,10/26/2021 22:45,54,36,21,29,7,7,OV,N,FALSE,JET,A21N,AAL,SCHEDULED_AIR_TRANSPORT,76,8
AAL1094.DEN.DFW.211025.2245.0079.TFM,10/26/2021 21:30,KDEN,68,10/26/2021 22:52,54,36,21,29,7,7,OV,N,FALSE,JET,A21N,AAL,SCHEDULED_AIR_TRANSPORT,83,15
AAL1094.DEN.DFW.211025.2245.0079.TFM,10/26/2021 21:45,KDEN,53,10/26/2021 22:52,54,36,21,29,7,7,OV,N,FALSE,JET,A21N,AAL,SCHEDULED_AIR_TRANSPORT,68,15
AAL1094.DEN.DFW.211025.2245.0079.TFM,10/26/2021 22:00,KDEN,38,10/26/2021 22:56,54,36,21,29,7,7,OV,N,FALSE,JET,A21N,AAL,SCHEDULED_AIR_TRANSPORT,56,18
AAL1094.DEN.DFW.211025.2245.0079.TFM,10/26/2021 22:15,KDEN,23,10/26/2021 22:56,54,36,21,29,7,7,OV,N,FALSE,JET,A21N,AAL,SCHEDULED_AIR_TRANSPORT,41,18
AAL1094.DEN.DFW.211025.2245.0079.TFM,10/26/2021 22:30,KDEN,8,10/26/2021 22:56,53,36,21,28,7,7,OV,N,FALSE,JET,A21N,AAL,SCHEDULED_AIR_TRANSPORT,26,18
AAL1094.DEN.DFW.211026.2245.0100.TFM,10/27/2021 21:15,KDEN,78,10/27/2021 22:48,55,33,19,27,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,94,16
AAL1094.DEN.DFW.211026.2245.0100.TFM,10/27/2021 21:30,KDEN,63,10/27/2021 22:48,53,32,16,24,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,79,16
AAL1094.DEN.DFW.211026.2245.0100.TFM,10/27/2021 21:30,KDEN,63,10/27/2021 22:49,53,32,16,24,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,80,17
AAL1094.DEN.DFW.211026.2245.0100.TFM,10/27/2021 21:45,KDEN,48,10/27/2021 22:49,53,32,16,24,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,65,17
AAL1094.DEN.DFW.211026.2245.0100.TFM,10/27/2021 22:00,KDEN,33,10/27/2021 22:58,53,32,16,24,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,59,26
AAL1094.DEN.DFW.211026.2245.0100.TFM,10/27/2021 22:15,KDEN,18,10/27/2021 22:58,53,32,16,24,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,44,26
AAL1094.DEN.DFW.211026.2245.0100.TFM,10/27/2021 22:30,KDEN,3,10/27/2021 22:58,54,32,21,28,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,29,26
AAL1094.DEN.DFW.211028.2245.0100.TFM,10/29/2021 21:15,KDEN,86,10/29/2021 22:48,70,13,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,94,8
AAL1094.DEN.DFW.211028.2245.0100.TFM,10/29/2021 21:30,KDEN,71,10/29/2021 22:48,70,13,6,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,79,8
AAL1094.DEN.DFW.211028.2245.0100.TFM,10/29/2021 21:30,KDEN,71,10/29/2021 22:50,70,13,6,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,80,9
AAL1094.DEN.DFW.211028.2245.0100.TFM,10/29/2021 21:45,KDEN,56,10/29/2021 22:50,70,13,6,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,65,9
AAL1094.DEN.DFW.211028.2245.0100.TFM,10/29/2021 22:00,KDEN,41,10/29/2021 22:50,70,13,6,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,50,9
AAL1094.DEN.DFW.211028.2245.0100.TFM,10/29/2021 22:15,KDEN,26,10/29/2021 22:46,70,13,6,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,31,5
AAL1094.DEN.DFW.211028.2245.0100.TFM,10/29/2021 22:30,KDEN,11,10/29/2021 22:46,70,12,8,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,16,5
AAL1094.DEN.DFW.211029.2245.0149.TFM,10/30/2021 21:15,KDEN,80,10/30/2021 22:46,62,7,13,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,91,11
AAL1094.DEN.DFW.211029.2245.0149.TFM,10/30/2021 21:30,KDEN,65,10/30/2021 22:46,61,8,14,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,11
AAL1094.DEN.DFW.211029.2245.0149.TFM,10/30/2021 21:30,KDEN,65,10/30/2021 22:47,61,8,14,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,78,13
AAL1094.DEN.DFW.211029.2245.0149.TFM,10/30/2021 21:45,KDEN,50,10/30/2021 22:47,61,8,14,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,63,13
AAL1094.DEN.DFW.211029.2245.0149.TFM,10/30/2021 22:00,KDEN,35,10/30/2021 22:56,61,8,14,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,56,21
AAL1094.DEN.DFW.211029.2245.0149.TFM,10/30/2021 22:15,KDEN,20,10/30/2021 22:56,61,8,14,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,41,21
AAL1094.DEN.DFW.211029.2245.0149.TFM,10/30/2021 22:30,KDEN,5,10/30/2021 22:56,61,7,11,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,26,21
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 21:15,KDEN,108,10/31/2021 22:54,41,30,6,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,100,-8
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 21:30,KDEN,93,10/31/2021 22:54,41,27,5,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,85,-8
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 21:45,KDEN,78,10/31/2021 22:54,41,27,5,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,70,-8
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 21:45,KDEN,78,10/31/2021 22:56,41,27,5,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,72,-6
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 22:00,KDEN,63,10/31/2021 22:56,41,27,5,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,57,-6
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 22:15,KDEN,48,10/31/2021 23:03,41,27,5,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,48,0
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 22:30,KDEN,33,10/31/2021 23:03,42,7,3,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,33,0
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 22:45,KDEN,18,10/31/2021 23:03,42,7,3,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,18,0
AAL1094.DEN.DFW.211030.2245.0116.TFM,10/31/2021 23:00,KDEN,3,10/31/2021 23:18,42,7,3,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,18,15
AAL1094.DEN.DFW.211031.2245.0104.TFM,11/1/2021 21:15,KDEN,80,11/1/2021 22:46,37,1,7,0,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,91,11
AAL1094.DEN.DFW.211031.2245.0104.TFM,11/1/2021 21:30,KDEN,65,11/1/2021 22:46,37,1,5,0,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,11
AAL1094.DEN.DFW.211031.2245.0104.TFM,11/1/2021 21:30,KDEN,65,11/1/2021 22:48,37,1,5,0,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,79,14
AAL1094.DEN.DFW.211031.2245.0104.TFM,11/1/2021 21:45,KDEN,50,11/1/2021 22:48,37,1,5,0,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,64,14
AAL1094.DEN.DFW.211031.2245.0104.TFM,11/1/2021 22:00,KDEN,35,11/1/2021 22:56,37,1,5,0,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,57,22
AAL1094.DEN.DFW.211031.2245.0104.TFM,11/1/2021 22:15,KDEN,20,11/1/2021 22:56,37,1,5,0,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,42,22
AAL1094.DEN.DFW.211031.2245.0104.TFM,11/1/2021 22:30,KDEN,5,11/1/2021 22:56,37,2,7,0,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,27,22
AAL1095.DEN.CLT.220103.2105.0103.TFM,1/4/2022 19:45,KDEN,74,1/4/2022 21:02,47,29,23,32,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,78,4
AAL1095.DEN.CLT.220103.2105.0103.TFM,1/4/2022 19:45,KDEN,74,1/4/2022 21:09,47,29,23,32,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,85,11
AAL1095.DEN.CLT.220103.2105.0103.TFM,1/4/2022 20:00,KDEN,59,1/4/2022 21:09,47,29,23,32,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,70,11
AAL1095.DEN.CLT.220103.2105.0103.TFM,1/4/2022 20:15,KDEN,44,1/4/2022 21:09,47,29,23,32,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,55,11
AAL1095.DEN.CLT.220103.2105.0103.TFM,1/4/2022 20:30,KDEN,29,1/4/2022 21:02,47,30,15,23,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,33,4
AAL1095.DEN.CLT.220103.2105.0103.TFM,1/4/2022 20:45,KDEN,14,1/4/2022 21:02,47,30,15,23,8,7,SC,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,18,4
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 19:45,KDEN,191,1/5/2022 22:16,30,35,12,0,7,4,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,151,-40
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 20:00,KDEN,176,1/5/2022 22:16,30,35,12,0,7,4,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,136,-40
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 20:15,KDEN,161,1/5/2022 22:16,30,35,12,0,7,4,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,121,-40
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 20:30,KDEN,146,1/5/2022 22:16,31,36,7,0,8,4,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,106,-40
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 20:45,KDEN,131,1/5/2022 22:16,31,36,7,0,8,4,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,91,-40
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 21:00,KDEN,116,1/5/2022 22:16,31,36,7,0,8,4,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,76,-40
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 21:15,KDEN,101,1/5/2022 22:16,31,36,7,0,8,4,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,61,-40
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 21:15,KDEN,101,1/5/2022 22:17,31,36,7,0,8,4,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,63,-38
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 21:30,KDEN,86,1/5/2022 22:17,23,2,15,21,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,48,-38
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 21:45,KDEN,71,1/5/2022 22:17,23,2,15,21,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,33,-38
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 22:00,KDEN,56,1/5/2022 22:13,23,2,15,21,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,13,-43
AAL1095.DEN.CLT.220104.2105.0081.TFM,1/5/2022 22:15,KDEN,41,1/5/2022 22:26,23,2,15,21,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,11,-30
AAL1095.DEN.CLT.220107.2105.0139.TFM,1/8/2022 19:45,KDEN,75,1/8/2022 21:08,42,3,10,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,83,8
AAL1095.DEN.CLT.220107.2105.0139.TFM,1/8/2022 19:45,KDEN,75,1/8/2022 21:15,42,3,10,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,91,16
AAL1095.DEN.CLT.220107.2105.0139.TFM,1/8/2022 20:00,KDEN,60,1/8/2022 21:15,42,3,10,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,76,16
AAL1095.DEN.CLT.220107.2105.0139.TFM,1/8/2022 20:15,KDEN,45,1/8/2022 21:15,42,3,10,0,8,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,61,16
AAL1095.DEN.CLT.220107.2105.0139.TFM,1/8/2022 20:30,KDEN,30,1/8/2022 21:07,40,36,3,0,7,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,38,8
AAL1095.DEN.CLT.220107.2105.0139.TFM,1/8/2022 20:45,KDEN,15,1/8/2022 21:07,40,36,3,0,7,7,OV,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,23,8
AAL1095.DEN.CLT.220108.2105.0103.TFM,1/9/2022 19:45,KDEN,77,1/9/2022 21:07,32,29,3,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,82,5
AAL1095.DEN.CLT.220108.2105.0103.TFM,1/9/2022 20:00,KDEN,62,1/9/2022 21:07,32,29,3,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,67,5
AAL1095.DEN.CLT.220108.2105.0103.TFM,1/9/2022 20:15,KDEN,47,1/9/2022 21:07,32,29,3,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,52,5
AAL1095.DEN.CLT.220108.2105.0103.TFM,1/9/2022 20:30,KDEN,32,1/9/2022 21:07,32,30,4,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,37,5
AAL1095.DEN.CLT.220108.2105.0103.TFM,1/9/2022 20:45,KDEN,17,1/9/2022 21:07,32,30,4,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,22,5
AAL1095.DEN.CLT.220108.2105.0103.TFM,1/9/2022 21:00,KDEN,2,1/9/2022 21:15,32,30,4,0,8,7,BK,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,16,14
AAL1095.DEN.CLT.220109.2105.0063.TFM,1/10/2022 19:45,KDEN,78,1/10/2022 21:11,53,22,6,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,86,8
AAL1095.DEN.CLT.220109.2105.0063.TFM,1/10/2022 19:45,KDEN,78,1/10/2022 21:20,53,22,6,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,96,18
AAL1095.DEN.CLT.220109.2105.0063.TFM,1/10/2022 20:00,KDEN,63,1/10/2022 21:20,53,22,6,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,81,18
AAL1095.DEN.CLT.220109.2105.0063.TFM,1/10/2022 20:15,KDEN,48,1/10/2022 21:20,53,22,6,0,8,7,FW,N,FALSE,JET,B738,AAL,SCHEDULED_AIR_TRANSPORT,66,18
